trigram,frekuensi
"('4', '4', '2')",4
"('emisi', 'gas', 'rumah')",4
"('nilai', 'learning', 'rate')",4
"('unsur', 'pembentuk', 'identitas')",4
"('140', '20', 'total')",4
"('the', 'development', 'of')",4
"('layanan', 'pendampingan', 'pembelajaran')",4
"('modul', 'modul', 'praktikum')",4
"('detail', 'modul', 'modul')",4
"('hukum', 'perlindungan', 'lingkungan')",4
"('gambar', '1', 'diagram')",4
"('serial', 'layangan', 'putus')",4
"('hasil', 'uji', 'coba')",4
"('hukum', 'pencemaran', 'lingkungan')",4
"('in', 'elementary', 'schools')",4
"('ilmu', 'pengetahuan', 'alam')",4
"('energi', 'terbarukan', '142')",4
"('airlangga', 'university', 'press')",4
"('energi', 'arus', 'laut')",4
"('uji', 'coba', 'kelompok')",4
"('university', 'press', 'surabaya')",4
"('sukanda', 'husin', 'penegakan')",4
"('listrik', 'tenaga', 'surya')",4
"('husin', 'penegakan', 'hukum')",4
"('agte', 'chiplonkar', '2007')",4
"('was', 'to', 'determine')",4
"('term', 'frequencyinverse', 'document')",4
"('frequencyinverse', 'document', 'frequency')",4
"('2', 'taman', 'lingkungan')",4
"('specific', 'fuel', 'consumption')",4
"('pemberian', 'konsultasi', 'hukum')",4
"('setuju', '39', 'responden')",4
"('jogja', 'darurat', 'sampah')",4
"('pengukuran', 'konsumsi', 'bahan')",4
"('ketahanan', 'pangan', 'nasional')",4
"('156', '22', 'total')",4
"('39', '156', '22')",4
"('tpst', 'piyungan', 'bantul')",4
"('joseph', 'von', 'eichendorff')",4
"('penciptaan', 'kekaryaan', 'tarian')",4
"('minimum', 'viable', 'product')",4
"('viable', 'product', 'mvp')",4
"('creative', 'dance', 'model')",4
"('tpst', 'piyungan', 'ditutup')",4
"('perkembangan', 'teknologi', 'informasi')",4
"('continously', 'variable', 'transmission')",4
"('4', '39', '156')",4
"('adegan', 'perselingkuhan', 'berbohong')",4
"('kebijakan', 'pembelajaran', 'jarak')",4
"('pelajaran', 'seni', 'tari')",4
"('ss', '4', '39')",4
"('penguatan', 'ketahanan', 'pangan')",4
"('krs', 'lab', 'pilih')",4
"('penelitian', 'metode', 'penelitian')",4
"('daya', 'konsumsi', 'bahan')",4
"('jakarta', 'pt', 'rajagrafindo')",4
"('perancangan', 'user', 'interface')",4
"('the', 'projectbased', 'learning')",4
"('the', 'covid19', 'pandemic')",4
"('expected', 'to', 'be')",4
"('abstract', 'this', 'research')",4
"('ratarata', 'hasil', 'uji')",4
"('pt', 'rajagrafindo', 'persada')",4
"('continously', 'variable', 'transmision')",4
"('persentase', 'ratarata', 'hasil')",4
"('grafik', 'persentase', 'ratarata')",4
"('pemanfaatan', 'taman', 'lingkungan')",4
"('fungsional', 'sistem', 'text')",4
"('diagram', 'fungsional', 'sistem')",4
"('fauzan', 'dkk', 'aplikasi')",4
"('undangundang', 'republik', 'indonesia')",4
"('dkk', 'aplikasi', 'berbasis')",4
"('aspek', 'uji', 'naturalness')",4
"('interaksi', 'pembelajaran', 'bahasa')",4
"('keberagaman', 'jenjang', 'kelas')",4
"('aspectbased', 'sentiment', 'analysis')",4
"('memiliki', 'identitas', 'nasional')",4
"('penerapan', 'user', 'centered')",4
"('hasil', 'pengujian', 'tes')",4
"('experience', 'lean', 'ux')",4
"('medan', 'area', 'gambar')",4
"('mada', 'university', 'press')",4
"('sumber', 'laksmono', 'widodo')",4
"('gadjah', 'mada', 'university')",4
"('sasongko', 'n', 'a')",4
"('the', 'research', 'method')",4
"('sustainable', 'development', 'goals')",4
"('user', 'experience', 'lean')",4
"('muhammad', 'syarif', 'hartawan')",4
"('user', 'interface', 'ui')",4
"('penampilan', 'visual', 'jernih')",4
"('oktober', '2024', 'abstrak')",4
"('conference', 'on', 'computer')",4
"('penggunaan', 'media', 'pembelajaran')",4
"('teknik', 'mesin', 'universitas')",4
"('membangun', 'pola', 'interaksi')",4
"('grafik', 'perbandingan', 'kandungan')",4
"('perbandingan', 'kandungan', 'emisi')",4
"('journal', 'of', 'advanced')",4
"('bahan', 'bakar', 'buatan')",4
"('listrik', 'tenaga', 'nuklir')",4
"('penulisan', 'kitab', 'wahyu')",4
"('bakar', 'premium', 'pertamax')",4
"('2018', 'tim', 'sekretaris')",4
"('computer', 'science', 'and')",4
"('30', 'oktober', '2024')",4
"('ketersediaan', 'informasi', 'jalur')",4
"('data', 'hasil', 'pengujian')",4
"('simple', 'random', 'sampling')",4
"('science', 'and', 'technology')",4
"('potensi', 'panas', 'bumi')",4
"('multinomial', 'nave', 'bayes')",4
"('i', 'jakarta', 'pt')",4
"('layanan', 'live', 'chat')",4
"('ukur', '100', 'ml')",4
"('siswa', 'b', 'siswa')",4
"('putaran', 'poros', 'engkol')",4
"('gas', 'buang', 'kendaraan')",4
"('research', 'is', 'to')",4
"('5', 'program', 'studi')",4
"('ekspor', 'nonmigas', 'desember')",4
"('cendrawati', 'et', 'al')",4
"('pasal', '1', 'ayat')",4
"('lingkungan', 'hidup', '2')",4
"('gelas', 'ukur', '100')",4
"('akurasi', 'presisi', 'recall')",4
"('ner', 'f1score', 'klasifikasi')",4
"('f1score', 'ner', 'f1score')",4
"('muammad', 'bin', 'anbal')",4
"('bin', 'muammad', 'bin')",4
"('produk', 'memiliki', 'daya')",4
"('amad', 'bin', 'muammad')",4
"('memiliki', 'daya', 'saing')",4
"('mata', 'uang', 'asing')",4
"('tabel', '5', 'hasil')",4
"('1', 'februari', '2025')",4
"('februari', '2025', 'hlm')",4
"('2025', 'hlm', '293300')",4
"('2025', 'hlm', '221228')",4
"('70', 'early', 'stopping')",4
"('entity', 'recognition', 'ner')",4
"('abdillah', 'amad', 'bin')",4
"('diterbitkan', '30', 'oktober')",4
"('pengaruh', 'metode', 'design')",4
"('penelitian', 'expost', 'facto')",4
"('regresi', 'linear', 'sederhana')",4
"('accessed', '21', 'apr')",4
"('data', 'berbahasa', 'indonesia')",4
"('21', 'apr', '2024')",4
"('standar', 'nasional', 'pendidikan')",4
"('meningkatkan', 'keterampilan', 'berpikir')",4
"('kombinasi', 'intent', 'classification')",4
"('perbandingan', 'konsumsi', 'bahan')",4
"('pengaruh', 'pembelajaran', 'berbasis')",4
"('media', 'literasi', 'kesehatan')",4
"('bahan', 'bakar', 'mesin')",4
"('fitur', 'krs', 'lab')",4
"('2024', 'hlm', '10171024')",4
"('iman', 'orang', 'percaya')",4
"('of', 'information', 'technology')",4
"('metode', 'penelitian', 'pendidikan')",4
"('s', '3', '133')",4
"('analisis', 'isi', 'kuantitatif')",4
"('kelas', 'xi', 'sma')",4
"('a', 'total', 'of')",4
"('xi', 'sma', 'negeri')",4
"('ab', 'abdillah', 'amad')",4
"('black', 'box', 'testing')",4
"('natural', 'language', 'processing')",4
"('pengujian', 'teknik', 'augmentasi')",4
"('dinamika', 'perkembangan', 'teknologi')",4
"('halaman', 'daftar', 'mentoring')",4
"('keterampilan', 'berpikir', 'krtitis')",4
"('2024', 'hlm', '10511058')",4
"('perpindahan', 'orang', 'tua')",4
"('provinsi', 'jawa', 'barat')",4
"('2024', 'hlm', '10091016')",4
"('hadis', 'no', '1309')",4
"('sunan', 'al', 'tirmi')",4
"('berhasil', 'mengubah', 'data')",4
"('transaksi', 'berhasil', 'mengubah')",4
"('menerapkan', 'filter', 'berdasarkan')",4
"('bin', 'ms', 'bin')",4
"('hukum', 'kesehatan', 'lingkungan')",4
"('republik', 'indonesia', 'peraturan')",4
"('melaksanakan', 'pembelajaran', 'daring')",4
"('motor', 'berbahan', 'bakar')",4
"('data', 'menerapkan', 'filter')",4
"('jakarta', 'balai', 'pustaka')",4
"('3', '133', '399')",4
"('sawrah', 'bin', 'ms')",4
"('bin', 'sawrah', 'bin')",4
"('2024', 'hlm', '11361143')",4
"('teknologi', 'informasi', 'fakultas')",4
"('s', 'bin', 'sawrah')",4
"('kurniawan', 'et', 'al')",4
"('bahan', 'bakar', 'motor')",4
"('universitas', 'nahdlatul', 'ulama')",4
"('antarmuka', 'halaman', 'countdown')",4
"('band', 'clik', '1')",4
"('filter', 'data', 'menerapkan')",4
"('tafsiran', 'kitab', 'wahyu')",4
"('kitab', 'wahyu', 'surabaya')",4
"('wahyu', 'surabaya', 'momentum')",4
"('universitas', 'negeri', 'jakarta')",4
"('halaman', 'countdown', 'timer')",4
"('sd', 'negeri', '14')",4
"('teknik', 'universitas', 'medan')",4
"('pemerintah', 'republik', 'indonesia')",4
"('n', 'filter', 'data')",4
"('electronic', 'fuel', 'injection')",4
"('et', 'al', '2010')",4
"('information', 'science', 'and')",4
"('bpk', 'gunung', 'mulia')",4
"('menerapka', 'n', 'filter')",4
"('halaman', 'mengakses', 'halaman')",4
"('the', 'role', 'of')",4
"('honda', 'matic', 'vario')",4
"('tabel', '1', 'tabel')",4
"('mengkases', 'halaman', 'mengakses')",4
"('muhammad', 'bin', 's')",4
"('halaman', 'top', 'chart')",4
"('s', 'muhammad', 'bin')",4
"('1204', 'rt', '0307')",4
"('halaman', 'analisis', 'segmentasi')",4
"('ab', 's', 'muhammad')",4
"('method', 'used', 'is')",4
"('alimm', 'ab', 's')",4
"('hasil', 'analisis', 'segmentasi')",4
"('penguatan', 'pendidikan', 'karakter')",4
"('dkk', 'visualisasi', 'segmentasi')",4
"('pandemi', 'covid', '19')",4
"('literasi', 'kesehatan', 'mental')",4
"('immanuel', 'dkk', 'visualisasi')",4
"('cluster', 'validation', 'metrics')",4
"('studi', 'kitab', 'wahyu')",4
"('layangan', 'putus', 'produksi')",4
"('dashboard', 'visualisasi', 'data')",4
"('putus', 'produksi', 'md')",4
"('acceptance', 'testing', 'uat')",4
"('negeri', '14', 'sungai')",4
"('of', 'customer', 'segmentation')",4
"('this', 'study', 'aims')",4
"('15', '30', '9')",4
"('gambar', 'aplikasi', 'multiplatform')",4
"('dashboard', 'looker', 'studio')",4
"('et', 'al', '2023')",4
"('guru', 'salah', 'satunya')",4
"('riwayat', 'transaksi', 'pelanggan')",4
"('data', 'riwayat', 'transaksi')",4
"('2', '15', '30')",4
"('rt', '1204', 'rt')",4
"('skor', 'interpretasi', 'penilaian')",4
"('itb', 'bandung', 'arismunandar')",4
"('toko', 'retail', 'online')",4
"('motor', 'bakar', 'bensin')",4
"('14', 'sungai', 'raya')",4
"('memelihara', 'taman', 'lingkungan')",4
"('fungsi', 'taman', 'lingkungan')",4
"('ts', '2', '15')",4
"('lingkunganmessage7002', 'diakses', '25102010')",4
"('aplikasi', 'multiplatform', 'budi')",4
"('this', 'study', 'are')",4
"('jurnal', 'teknik', 'elektro')",4
"('httpgroupsyahoocomgroupberita', 'lingkunganmessage7002', 'diakses')",4
"('motor', 'bakar', 'torak')",4
"('indikator', 'skor', '1')",4
"('uu', 'nomor', '18')",4
"('adam', '1e5', '05')",4
"('ratarata', 'hasil', 'belajar')",4
"('6', '3', '2')",4
"('pengertian', 'teknologi', 'informasi')",4
"('6', '6', '3')",4
"('1', '6', '6')",4
"('results', 'of', 'the')",4
"('validasi', 'aplikasi', 'multiplatform')",4
"('wiranata', 'et', 'al')",4
"('materi', 'pokok', 'isi')",4
"('teknik', 'universitas', 'negeri')",4
"('5', '3', '2')",4
"('doctor', 'negative', 'negative')",3
"('24', 'total', '176')",3
"('gambar', '3', 'halaman')",3
"('putaran', 'mesin', 'rpm')",3
"('setuju', '43', 'responden')",3
"('pemesanan', 'layanan', 'mentoring')",3
"('76', '3', 'ss')",3
"('gambar', '4', 'halaman')",3
"('proses', 'pemesanan', 'layanan')",3
"('3', 'metode', 'penelitian')",3
"('cinta', 'tanah', 'air')",3
"('et', 'al', '2009')",3
"('kebijakan', 'energi', 'nasional')",3
"('of', 'science', 'and')",3
"('setuju', '122', 'responden')",3
"('masyarakat', 'desa', 'banyuasin')",3
"('30', '9', '3')",3
"('2014', 'metode', 'penelitian')",3
"('listrik', 'tenaga', 'arus')",3
"('tenaga', 'arus', 'laut')",3
"('arus', 'laut', 'pltal')",3
"('penelitian', 'pendidikan', 'pendekatan')",3
"('digunakannya', 'bahasa', 'indonesia')",3
"('produksi', 'md', 'entertaiment')",3
"('identitas', 'nasional', 'bangsa')",3
"('desain', 'gambar', 'aplikasi')",3
"('nasional', 'bangsa', 'indonesia')",3
"('ketahanan', 'pangan', 'masyarakat')",3
"('proses', 'kegiatan', 'belajar')",3
"('universitas', 'muhammadiyah', 'buton')",3
"('kesehatan', 'mental', '100')",3
"('of', 'informal', 'language')",3
"('pengaruh', 'media', 'sosial')",3
"('negeri', 'jakarta', '13220')",3
"('gambar', '2', 'gambar')",3
"('menerima', 'permintaan', 'mentoring')",3
"('setuju', '8', 'responden')",3
"('that', 'it', 'can')",3
"('2021', 'analisis', 'isi')",3
"('in', 'the', 'film')",3
"('peningkatan', 'ketahanan', 'pangan')",3
"('penelitian', 'jenis', 'penelitian')",3
"('that', 'there', 'is')",3
"('tabel', '6', 'tabel')",3
"('6', 'tabel', '6')",3
"('there', 'is', 'a')",3
"('peraturan', 'menteri', 'pendidikan')",3
"('pembelajaran', 'berbasis', 'etnosains')",3
"('menteri', 'pendidikan', 'nasional')",3
"('nasional', 'republik', 'indonesia')",3
"('rendahnya', 'kesadaran', 'kesehatan')",3
"('needs', 'to', 'be')",3
"('n2', 'm', 'presentase')",3
"('16', 'total', '176')",3
"('of', 'students', 'in')",3
"('m', 'presentase', 'adegan')",3
"('presentase', 'adegan', 'perselingkuhan')",3
"('alih', 'fungsi', 'lahan')",3
"('puspasari', 'et', 'al')",3
"('research', 'method', 'used')",3
"('permendikbud', 'nomor', '51')",3
"('total', '176', '555')",3
"('sd', 'jikap', 'pgsd')",3
"('176', '555', 'tabel')",3
"('aktivitas', 'belajar', 'siswa')",3
"('elementary', 'school', 'teachers')",3
"('masyarakat', 'kelurahan', 'galur')",3
"('proses', 'pembuatan', 'terasi')",3
"('2010', 'metode', 'penelitian')",3
"('this', 'study', 'were')",3
"('kondisi', 'kesehatan', 'mental')",3
"('meningkatkan', 'kemampuan', 'berpikir')",3
"('bandung', 'pt', 'remaja')",3
"('jenjang', 'sma', 'negeri')",3
"('peserta', 'didik', 'tingkat')",3
"('ts', '2', '9')",3
"('menghasilkan', 'ratarata', 'akurasi')",3
"('unsurunsur', 'identitas', 'nasional')",3
"('2', '9', '18')",3
"('9', '18', '5')",3
"('teknik', 'sipil', 'fakultas')",3
"('jakarta', 'prenadamedia', 'group')",3
"('nahdlatul', 'ulama', 'kalimantan')",3
"('al', '2018', 'tim')",3
"('5', '3', 's')",3
"('ulama', 'kalimantan', 'barat')",3
"('widodo', 'et', 'al')",3
"('penghapusan', 'kelaparan', 'zero')",3
"('kelaparan', 'zero', 'hunger')",3
"('medan', 'area', '2')",3
"('sipil', 'fakultas', 'teknik')",3
"('rozi', 'et', 'al')",3
"('penafsiran', 'kitab', 'wahyu')",3
"('berpikir', 'kritis', 'siswa')",3
"('potensi', 'energi', 'surya')",3
"('mewujudkan', 'suasana', 'belajar')",3
"('aktif', 'mengembangkan', 'potensi')",3
"('tujuan', 'pendidikan', 'nasional')",3
"('medan', 'area', '4')",3
"('2018', 'panunggul', 'et')",3
"('volume', 'bahan', 'bakar')",3
"('memiliki', 'kemampuan', 'literasi')",3
"('sekolah', 'dasar', 'penelitian')",3
"('of', 'revelation', 'is')",3
"('penggunaan', 'jenis', 'bahan')",3
"('maksimal', 'berdasarkan', 'hasil')",3
"('model', 'pengembangan', 'addie')",3
"('in', 'order', 'to')",3
"('media', 'pembelajaran', 'berbasis')",3
"('to', 'understand', 'the')",3
"('of', 'the', 'book')",3
"('accordance', 'with', 'the')",3
"('kegiatan', 'literasi', 'kesehatan')",3
"('skala', 'rumah', 'tangga')",3
"('gambar', '3', 'diagram')",3
"('a', 'number', 'of')",3
"('pengembangan', 'addie', 'analysis')",3
"('addie', 'analysis', 'design')",3
"('kuntjoro', 'y', 'd')",3
"('rizal', 'setya', 'perdana2')",3
"('sumber', 'daya', 'pangan')",3
"('daya', 'pangan', 'lokal')",3
"('n', 'a', '2018')",3
"('ketahanan', 'energi', '41')",3
"('of', 'the', 'association')",3
"('keberhasilan', 'ketahanan', 'pangan')",3
"('the', 'importance', 'of')",3
"('mengenalkan', 'budaya', 'indonesia')",3
"('terkena', 'abu', 'vulkanis')",3
"('ketahanan', 'energi', '42')",3
"('raw', 'query', 'sql')",3
"('uji', 'doctor', 'negative')",3
"('sts', '1', '6')",3
"('pembelajaran', 'bahasa', 'indonesia')",3
"('fuel', 'injection', 'efi')",3
"('skor', 'ratarata', 'hasil')",3
"('membentuk', 'kelompok', 'sd')",3
"('siswa', 'kelas', 'x')",3
"('teknik', 'analisis', 'deskriptif')",3
"('suitable', 'for', 'use')",3
"('analisis', 'tujuh', 'jemaat')",3
"('for', 'use', 'in')",3
"('warga', 'negara', 'indonesia')",3
"('suheri', 'matondang', '118130030')",3
"('teknik', 'mesin', 'fakultas')",3
"('kitab', 'wahyu', '23')",3
"('1', 'diagram', 'alir')",3
"('mesin', 'fakultas', 'teknik')",3
"('tabel', '5', 'tabel')",3
"('mesin', 'universitas', 'medan')",3
"('kendaraan', 'sepeda', 'motor')",3
"('menghasilkan', 'daya', 'tertinggi')",3
"('1e4', 'batch', 'size')",3
"('no', 'karakteristik', 'satuan')",3
"('karakteristik', 'satuan', 'batasan')",3
"('1', 'bilangan', 'oktan')",3
"('muhammad', 'rizal', 'arsitektur')",3
"('rizal', 'arsitektur', 'normalisasi')",3
"('bilangan', 'oktan', '2')",3
"('oktan', '2', 'angka')",3
"('2', 'angka', 'oktan')",3
"('validasi', 'ahli', 'media')",3
"('angka', 'oktan', 'riset')",3
"('oktan', 'riset', 'ron')",3
"('setuju', '6', 'responden')",3
"('riset', 'ron', 'ron')",3
"('analysis', 'design', 'development')",3
"('design', 'development', 'implementation')",3
"('motor', 'mon', 'mon')",3
"('ketahanan', 'energi', '61')",3
"('modul', 'praktikum', 'list')",3
"('development', 'implementation', 'evaluation')",3
"('4', 'stabilitas', 'oksidasi')",3
"('stabilitas', 'oksidasi', 'menit')",3
"('399', '76', '3')",3
"('signifikansi', 'studi', 'kitab')",3
"('sistem', 'tenaga', 'listrik')",3
"('5', 'kandungan', 'sulfur')",3
"('hasil', 'validasi', 'aplikasi')",3
"('kandungan', 'sulfur', 'mm')",3
"('sulfur', 'mm', '005')",3
"('005', '6', 'kandungan')",3
"('6', 'kandungan', 'timbal')",3
"('3', 'no', '2')",3
"('kandungan', 'timbal', 'pb')",3
"('timbal', 'pb', 'grl')",3
"('7', 'kandungan', 'oksigen')",3
"('hasannuddin', 'et', 'al')",3
"('kandungan', 'oksigen', 'mm')",3
"('metode', 'pengumpulan', 'data')",3
"('a', 'score', 'of')",3
"('oksigen', 'mm', '27')",3
"('27', '8', 'distilasi')",3
"('no', 'indikator', 'skor')",3
"('8', 'distilasi', '10')",3
"('distilasi', '10', 'vol')",3
"('10', 'vol', 'penguapan')",3
"('to', 'be', 'more')",3
"('vol', 'penguapan', '50')",3
"('penguapan', '50', 'vol')",3
"('50', 'vol', 'penguapan')",3
"('vol', 'penguapan', '90')",3
"('penguapan', '90', 'vol')",3
"('jurnal', 'ilmiah', 'pendidikan')",3
"('90', 'vol', 'penguapan')",3
"('vol', 'penguapan', 'titik')",3
"('penguapan', 'titik', 'didih')",3
"('180', 'oc', '215')",3
"('20', '9', 'washed')",3
"('9', 'washed', 'gum')",3
"('washed', 'gum', 'mg100')",3
"('gum', 'mg100', 'ml')",3
"('mg100', 'ml', '5')",3
"('5', '10', 'tekanan')",3
"('mempelajari', 'kitab', 'wahyu')",3
"('10', 'tekanan', 'uap')",3
"('tekanan', 'uap', 'kpa')",3
"('60', '11', 'berat')",3
"('11', 'berat', 'jenis')",3
"('12', 'korosi', 'bilah')",3
"('korosi', 'bilah', 'tembaga')",3
"('bilah', 'tembaga', 'menit')",3
"('tembaga', 'menit', 'kelas')",3
"('karbon', 'monoksida', 'co')",3
"('menit', 'kelas', 'i')",3
"('the', 'method', 'used')",3
"('this', 'study', 'is')",3
"('kelas', 'i', 'kelas')",3
"('is', 'a', 'literature')",3
"('hrst', 'du', 'nicht')",3
"('du', 'nicht', 'die')",3
"('nicht', 'die', 'quellen')",3
"('die', 'quellen', 'gehen')",3
"('i', 'kelas', 'i')",3
"('kelas', 'i', '13')",3
"('zwischen', 'stein', 'und')",3
"('stein', 'und', 'blumen')",3
"('und', 'blumen', 'weit')",3
"('i', '13', 'sulfur')",3
"('13', 'sulfur', 'mercaptan')",3
"('nach', 'den', 'stillen')",3
"('den', 'stillen', 'waldesseen')",3
"('sulfur', 'mercaptan', 'massa')",3
"('the', 'dominant', 'indicator')",3
"('wo', 'die', 'marmorbilder')",3
"('die', 'marmorbilder', 'stehen')",3
"('mercaptan', 'massa', '002')",3
"('frekuensi', 'kemunculan', 'adegan')",3
"('in', 'der', 'schnen')",3
"('der', 'schnen', 'einsamkeit')",3
"('002', '14', 'penampilan')",3
"('1', 'taman', 'lingkungan')",3
"('14', 'penampilan', 'visual')",3
"('visual', 'jernih', 'terang')",3
"('jernih', 'terang', 'jernih')",3
"('terang', 'jernih', 'terang')",3
"('jernih', 'terang', '15')",3
"('terang', '15', 'warna')",3
"('metodologi', 'penelitian', '31')",3
"('the', 'results', 'showed')",3
"('results', 'showed', 'that')",3
"('layangan', 'putus', 'episode')",3
"('adjective', 'rating', 'excelent')",3
"('16', 'kandungan', 'pewarna')",3
"('ruang', 'lingkup', 'kecamatan')",3
"('kandungan', 'pewarna', 'gr100')",3
"('pewarna', 'gr100', 'l')",3
"('gr100', 'l', '013')",3
"('premium', 'fuels', 'and')",3
"('013', '17', 'bau')",3
"('dirasakan', '18', 'uji')",3
"('18', 'uji', 'doctor')",3
"('peraturan', 'pemerintah', 'nomor')",3
"('tata', 'ruang', 'wilayah')",3
"('peraturan', 'menteri', 'pekerjaan')",3
"('cirebon', 'city', 'senior')",3
"('warga', 'kelurahan', 'galur')",3
"('city', 'senior', 'high')",3
"('1', '2', 'd')",3
"('2', 'd', 'n')",3
"('lecture', 'notes', 'in')",3
"('diolah', '2020', 'hasil')",3
"('2020', 'hasil', 'validasi')",3
"('d', 'n', 'n')",3
"('budaya', 'indonesia', 'layak')",3
"('2', 'fungsi', 'taman')",3
"('1', 'kondisi', 'taman')",3
"('no', 'pernyataan', 'rt')",3
"('application', 'based', 'on')",3
"('pernyataan', 'rt', '1204')",3
"('rt', '0307', 'persentase')",3
"('0307', 'persentase', 'pemilih')",3
"('persentase', 'pemilih', '1')",3
"('database', 'helpdesk', 'tik')",3
"('training', 'data', 'and')",3
"('civitas', 'academica', 'ub')",3
"('staf', 'tik', 'ub')",3
"('klasifikasi', 'intensi', 'pengguna')",3
"('gennaro', 'et', 'al')",3
"('bilah', 'et', 'al')",3
"('farisi', 'dkk', 'klasifikasi')",3
"('gas', 'buang', 'konsumsi')",3
"('buang', 'konsumsi', 'bahan')",3
"('dkk', 'klasifikasi', 'intensi')",3
"('13', 'total', '176')",3
"('manajemen', 'kegiatan', 'praktikum')",3
"('diagram', 'alir', 'perancangan')",3
"('pengujian', 'hyperparameter', 'tuning')",3
"('3', 'hasil', 'pengujian')",3
"('train', 'acc', 'train')",3
"('acc', 'train', 'loss')",3
"('tujuan', 'penulisan', 'kitab')",3
"('muhammadiyah', 'malang', 'umm')",3
"('setiadanu', 'et', 'al')",3
"('saran', '51', 'kesimpulan')",3
"('train', 'loss', 'val')",3
"('loss', 'val', 'acc')",3
"('val', 'acc', 'val')",3
"('acc', 'val', 'loss')",3
"('on', 'computer', 'science')",3
"('that', 'have', 'been')",3
"('kelana', 'j', 'b')",3
"('menghasilkan', 'kinerja', 'model')",3
"('augmentasi', 'data', 'teknik')",3
"('skema', 'sistem', 'bahan')",3
