bigram,frekuensi
"('kapabilitas', 'model')",7
"('creative', 'dance')",7
"('entity', 'transformer')",7
"('volume', '1')",7
"('bandung', 'alfabeta')",7
"('bensin', '4')",7
"('peningkatan', 'hasil')",7
"('keaktifan', 'siswa')",7
"('berbasis', 'progressive')",7
"('jumek', 'volume')",7
"('persentase', 'siswa')",7
"('keterampilan', 'kooperatif')",7
"('8', 'kali')",7
"('literasi', 'sains')",7
"('penguatan', 'nilai')",7
"('eissn', '2528')",7
"('2528', '2727')",7
"('2727', 'vol')",7
"('memiliki', 'performa')",7
"('1', 'juli')",7
"('pembakaran', 'bahan')",7
"('word', 'insertion')",7
"('keberanian', 'siswa')",7
"('m', 's')",7
"('pengembangan', 'media')",7
"('aplikasi', 'jconnect')",7
"('masyarakat', 'desa')",7
"('pelaksanaan', 'penelitian')",7
"('torsi', 'konsumsi')",7
"('sentimen', 'negatif')",7
"('grafika', 'jakarta')",7
"('siswa', 'b')",7
"('1', 'maret')",7
"('januari', '2012')",7
"('vii', 'no1')",7
"('jurnal', 'menara')",7
"('kegiatan', 'penelitian')",7
"('saleh', 'issn')",7
"('issn', '19074360')",7
"('proses', 'mental')",7
"('respon', 'guru')",7
"('brawijaya', 'malang')",7
"('of', 'students')",7
"('proses', 'evaluasi')",7
"('use', 'of')",7
"('gambar', '8')",7
"('masyarakat', 'indonesia')",7
"('gambar', '9')",7
"('setuju', '2')",7
"('kendaraan', 'bermotor')",7
"('visualisasi', 'segmentasi')",7
"('online', 'retail')",7
"('bidang', 'pendidikan')",7
"('algoritma', 'kmedoids')",7
"('f1score', 'ner')",7
"('november', '2021')",7
"('expected', 'to')",7
"('batu', 'bara')",7
"('opcit', 'h')",7
"('karbon', 'monoksida')",7
"('motor', 'matic')",7
"('nilai', 'ratarata')",7
"('pendapat', 'hukum')",7
"('virus', 'covid19')",7
"('nilai', 'early')",7
"('bahan', 'baku')",7
"('allah', 'swt')",7
"('karakter', 'religius')",7
"('16', '29')",7
"('29', 'httpdxdoiorg1024912jkv12i15287')",7
"('ekspor', 'nonmigas')",7
"('sustainable', 'development')",7
"('ratnaningtyas', 'sampah')",7
"('al', '2019')",7
"('otto', 'soemarwoto')",7
"('agustus', '2021')",7
"('validasi', 'ahli')",7
"('departemen', 'pendidikan')",7
"('metode', 'analisis')",7
"('algoritma', 'nave')",7
"('jangka', 'pendek')",7
"('5', '5')",7
"('dual', 'band')",7
"('fluida', 'kerja')",7
"('5', 'responden')",7
"('wibowo', 'dkk')",7
"('alih', 'fungsi')",7
"('pembangunan', 'berkelanjutan')",7
"('widodo', '2017')",7
"('laksmono', 'widodo')",7
"('vol1', 'no1')",7
"('sarana', 'komunikasi')",7
"('eissn', '29641241')",7
"('29641241', 'pissn')",7
"('pissn', '29641632')",7
"('memiliki', 'identitas')",7
"('predetermined', 'rate')",7
"('seiden', '2013')",7
"('ramah', 'lingkungan')",7
"('memiliki', 'tujuan')",7
"('eissn', '24610720')",7
"('mobile', 'application')",7
"('pertalite', 'pertamax')",7
"('media', 'massa')",7
"('sosial', 'ekonomi')",7
"('humaniora', 'volume')",7
"('education', 'and')",7
"('media', 'aplikasi')",7
"('nomor', '4')",7
"('4', 'desember')",7
"('2022', 'pp')",7
"('no', 'indikator')",7
"('penggunaan', 'media')",7
"('berperan', 'aktif')",7
"('setuju', '5')",7
"('visualisasi', 'puisi')",7
"('pengalaman', 'belajar')",7
"('s', '2019')",7
"('indonesia', 'memiliki')",7
"('student', 'learning')",7
"('alat', 'bantu')",7
"('jseh', 'jurnal')",7
"('carried', 'out')",7
"('abdullah', 'bin')",7
"('bin', 'al')",7
"('pp', '550556')",7
"('550556', 'pissn')",7
"('24610666', 'eissn')",7
"('diakses', '25102010')",7
"('undang', 'undang')",7
"('pissn', '24610666')",7
"('rt12', 'rw04')",7
"('rt03', 'rw07')",7
"('sosial', 'media')",7
"('galur', 'achmad')",7
"('teks', 'puisi')",7
"('analisis', 'pelanggan')",7
"('optimal', 'cluster')",7
"('pembelajaran', 'konvensional')",7
"('wabah', 'covid19')",7
"('69', '4')",7
"('jkip', 'jurnal')",7
"('jurnal', 'keguruan')",7
"('ciri', 'khas')",7
"('penutupan', 'tpst')",7
"('nilai', 'hyperparameter')",7
"('dual', 'intent')",7
"('pengabdian', 'masyarakat')",7
"('saluran', 'pencernaan')",7
"('determine', 'the')",7
"('daya', 'tarik')",7
"('penerapan', 'model')",7
"('pelatihan', 'model')",7
"('4', '2')",7
"('to', 'determine')",7
"('information', 'system')",7
"('proses', 'pelatihan')",7
"('05', '16')",7
"('menunjukan', 'pelanggan')",6
"('tingkat', 'kesadaran')",6
"('aplikasi', 'sinopsis')",6
"('nilai', 'batch')",6
"('menghasilkan', 'nilai')",6
"('juta', 'ton')",6
"('representasi', 'numerik')",6
"('information', 'systems')",6
"('pengantar', 'ilmu')",6
"('pendekatan', 'psikologi')",6
"('pp', '5661')",6
"('5661', 'eissn')",6
"('eissn', '27226069')",6
"('36', '75')",6
"('model', 'gpt2')",6
"('berkewarganegaraan', 'asing')",6
"('5', '2')",6
"('f1score', 'klasifikasi')",6
"('self', 'control')",6
"('jenjang', 'sekolah')",6
"('kelompok', 'sd')",6
"('proses', 'pengujian')",6
"('tabel', '33')",6
"('studi', 'pendidikan')",6
"('pelaksanaan', 'pembelajaran')",6
"('sistem', 'operasi')",6
"('pendekatan', 'gamifikasi')",6
"('sumber', 'informasi')",6
"('google', 'scholar')",6
"('hasil', 'observasi')",6
"('data', 'penelitian')",6
"('used', 'is')",6
"('the', 'implementation')",6
"('5', '10')",6
"('metode', 'design')",6
"('mahasiswa', 'calon')",6
"('pengujian', 'usability')",6
"('daviesbouldin', 'index')",6
"('user', 'acceptance')",6
"('acceptance', 'testing')",6
"('hasil', 'segmentasi')",6
"('indonesian', 'language')",6
"('implementasi', 'metode')",6
"('isi', 'alinea')",6
"('penggunaan', 'bahan')",6
"('senior', 'high')",6
"('and', 'seiden')",6
"('menengah', 'kejuruan')",6
"('kegiatan', 'praktikum')",6
"('kitab', 'wayu')",6
"('pengolahan', 'sampah')",6
"('to', 'improve')",6
"('bin', 'anbal')",6
"('implementasi', 'antarmuka')",6
"('20', 'total')",6
"('4', '4')",6
"('gothelf', 'and')",6
"('ratarata', 'nilai')",6
"('tabel', '8')",6
"('indonesia', '2')",6
"('6', '6')",6
"('skor', '1')",6
"('bahasa', 'inggris')",6
"('literature', 'review')",6
"('neural', 'network')",6
"('memiliki', 'pengetahuan')",6
"('retail', 'online')",6
"('yulinar', 'teknologi')",6
"('2020', 'analisis')",6
"('kondisi', 'mental')",6
"('dampak', 'negatif')",6
"('aplikasi', 'mentoree')",6
"('tabel', '9')",6
"('fakultas', 'hukum')",6
"('hukum', 'universitas')",6
"('teaching', 'and')",6
"('sungai', 'raya')",6
"('jurnal', 'ilmu')",6
"('negeri', 'kota')",6
"('berdasarkan', 'uraian')",6
"('manusia', 'hewan')",6
"('pasar', 'ekspor')",6
"('peningkatan', 'ekspor')",6
"('motor', '125cc')",6
"('jalur', 'zonasi')",6
"('pelaksanaan', 'ppdb')",6
"('cross', 'validation')",6
"('performa', 'algoritma')",6
"('rasul', 'yohanes')",6
"('there', 'is')",6
"('sudut', 'pandang')",6
"('2', 'responden')",6
"('2023', 'pp')",6
"('november', '2018')",6
"('persen', 'dibanding')",6
"('cdi', 'dual')",6
"('kelas', 'eksperimen')",6
"('s', '2020')",6
"('subandi', 'jurnal')",6
"('hukum', 'tata')",6
"('analysis', 'design')",6
"('pasca', 'covid19')",6
"('ppdb', 'tabel')",6
"('bahasa', 'persatuan')",6
"('national', 'identity')",6
"('uji', 'naturalness')",6
"('wireframe', 'uiux')",6
"('informal', 'language')",6
"('development', 'of')",6
"('parallel', 'corpus')",6
"('berdasarkan', 'permasalahan')",6
"('food', 'security')",6
"('premium', '88')",6
"('energi', 'arus')",6
"('application', 'of')",6
"('consultation', 'activity')",6
"('perekonomian', 'indonesia')",6
"('kali', 'pertemuan')",6
"('peningkatan', 'kualitas')",6
"('bendera', 'bahasa')",6
"('kehadiran', 'siswa')",6
"('nilai', 'karakter')",6
"('konsep', 'sains')",6
"('gadjah', 'mada')",6
"('mada', 'university')",6
"('bahan', 'ajar')",6
"('multitask', 'learning')",6
"('titik', 'mati')",6
"('is', 'an')",6
"('skor', 'sus')",6
"('agama', 'ri')",6
"('jakarta', 'rineka')",6
"('make', 'moral')",6
"('air', 'bersih')",6
"('berdasarkan', 'pengalaman')",6
"('campuran', 'udara')",6
"('during', 'the')",6
"('pelaksanaan', 'proses')",6
"('proses', 'pengambilan')",6
"('online', 'diakses')",6
"('motor', '4')",6
"('berdasarkan', 'penelitian')",6
"('eriyanto', '2011')",6
"('alat', 'dynotest')",6
"('gas', 'analyzer')",6
"('penelitian', 'analisis')",6
"('layar', 'fitur')",6
"('fitur', 'saran')",6
"('pelaksanaan', 'seminar')",6
"('seminar', 'online')",6
"('perlindungan', 'lingkungan')",6
"('tahapan', 'proses')",6
"('pemerolehan', 'bahasa')",6
"('indikator', 'gaya')",6
"('rt', '1204')",6
"('shortterm', 'memory')",6
"('long', 'shortterm')",6
"('program', 'reguler')",6
"('analysis', 'rca')",6
"('bakar', 'torak')",6
"('itb', 'bandung')",6
"('studi', 'teknik')",6
"('kebutuhan', 'dasar')",6
"('aplikasi', 'fokus')",6
"('gambar', '7')",6
"('nilai', 'oktan')",6
"('completion', 'rate')",6
"('air', 'tergenang')",6
"('penumpukan', 'sampah')",6
"('n', '1')",6
"('1', '0')",6
"('tabel', 'diatas')",6
"('kategori', 'indikator')",6
"('is', 'expected')",6
"('campuran', 'bahan')",6
"('concept', 'of')",6
"('menteri', 'pendidikan')",6
"('5', 'kali')",6
"('pembelajaran', 'sains')",6
"('kajian', 'ilmu')",6
"('jurnal', 'imam')",6
"('penelitian', 'tindakan')",6
"('tindakan', 'kelas')",6
"('the', 'environment')",6
"('and', 'entity')",6
"('language', 'processing')",6
"('ilmu', 'informasi')",6
"('perpustakaan', 'vol')",6
"('that', 'is')",6
"('emosi', 'sedih')",6
"('hasil', 'wawancara')",6
"('lahan', 'pertanian')",6
"('cause', 'tree')",6
"('proses', 'analisis')",6
"('ix3', 'smp')",6
"('that', 'it')",6
"('menghasilkan', 'representasi')",6
"('pelayanan', 'pelanggan')",6
"('jenjang', 'sd')",6
"('bonjol', 'kajian')",6
"('energi', 'angin')",6
"('in', 'elementary')",6
"('students', 'of')",6
"('jernih', 'terang')",6
"('kelas', 'i')",6
"('undangundang', 'republik')",6
"('tampilan', 'fitur')",6
"('mobile', 'banking')",6
"('tata', 'ruang')",6
"('pokok', 'pikiran')",6
"('mengurangi', 'penggunaan')",6
"('learning', 'methods')",6
"('puisi', 'nachtzauber')",6
"('kalangan', 'generasi')",6
"('memiliki', 'potensi')",6
"('hlm', '263274')",6
"('the', 'use')",6
"('used', 'in')",6
"('penerapan', 'metode')",6
"('bin', 'abdullah')",6
"('kewarganegaraan', 'siswa')",6
"('pikiran', 'pembukaan')",6
"('pembukaan', 'uud')",6
"('sumber', 'kekuasaan')",6
"('megawatt', 'pulau')",6
"('a', 'n')",6
"('penciptaan', 'kekaryaan')",6
"('loss', 'and')",6
"('and', 'waste')",6
"('time', 'series')",6
"('esdm', '2018')",6
"('desember', '2018')",6
"('method', 'used')",6
"('indonesia', 'jurnal')",6
"('al', 'tirmi')",6
"('and', 'learning')",6
"('analysis', 'of')",6
"('berbasis', 'teknologi')",6
"('research', 'method')",6
"('metode', 'manipulasi')",6
"('kepala', 'sekolah')",6
"('psikologi', 'jurnal')",6
"('orang', 'kristen')",6
"('related', 'to')",6
"('abstract', 'this')",6
"('honda', 'vario')",6
"('kelestarian', 'lingkungan')",6
"('that', 'there')",6
"('uu', 'nomor')",6
"('kehidupan', 'bangsa')",6
"('instrumen', 'penelitian')",6
"('that', 'can')",6
"('such', 'as')",6
"('berpikir', 'kreatif')",6
"('menyelesaikan', 'task')",6
"('membuang', 'sampah')",6
"('kesa', 'baran')",6
"('4', 'no')",6
"('9', '3')",6
"('elbow', 'method')",6
"('pendidikan', 'vol')",6
"('vol', '4')",6
"('penerapan', 'algoritma')",6
"('lingkungan', 'belajar')",6
"('method', 'and')",6
"('fuel', 'consumption')",6
"('riwayat', 'transaksi')",6
"('uji', 'normalitas')",6
"('teknik', 'pengumpulan')",6
"('study', 'was')",6
"('kopling', 'otomatis')",6
"('pengaruh', 'penggunaan')",6
"('4', 'kesimpulan')",6
"('the', 'covid19')",5
"('30', 'oktober')",5
"('menerapkan', 'filter')",5
"('nominal', 'belanja')",5
"('health', 'literacy')",5
"('top', 'chart')",5
"('type', 'of')",5
"('faktor', 'eksternal')",5
"('model', 'pengembangan')",5
"('irpan', 'suheri')",5
"('mencerdaskan', 'kehidupan')",5
"('pendidikan', 'teknologi')",5
"('februari', '2025')",5
"('speech', 'synthesizer')",5
"('3', 'ss')",5
"('was', 'to')",5
"('hasil', 'perancangan')",5
"('upaya', 'meningkatkan')",5
"('berpikir', 'krtitis')",5
"('mempengaruhi', 'kehidupan')",5
"('white', 'box')",5
"('perangkat', 'teknologi')",5
"('membentuk', 'kelompok')",5
"('100', 'ml')",5
"('ibid', 'h')",5
"('lingkungan', '2')",5
"('muhammadiyah', 'malang')",5
"('random', 'sampling')",5
"('orang', 'dewasa')",5
"('39', 'responden')",5
"('barang', 'ekspor')",5
"('faktor', 'psikologis')",5
"('study', 'on')",5
"('tabel', '32')",5
"('streaming', 'youtube')",5
"('indonesia', 'sinar')",5
"('muhammad', 'bin')",5
"('pencemaran', 'lingkungan')",5
"('1000', 'rpm')",5
"('marthasari', 'dkk')",5
"('dkk', 'implementasi')",5
"('metode', 'leanux')",5
"('mengalami', 'penurunan')",5
"('machine', 'translation')",5
"('2024', 'abstrak')",5
"('bandung', 'pt')",5
"('kesejahteraan', 'masyarakat')",5
"('pelayanan', 'prima')",5
"('bakar', 'mesin')",5
"('agenda', 'setting')",5
"('pemanfaatan', 'biodiesel')",5
"('komponen', 'utama')",5
"('pertamax', '92')",5
"('smp', 'sma')",5
"('2022', 'pengaruh')",5
"('nasional', 'pendidikan')",5
"('islam', 'negeri')",5
"('indah', 'marthasari')",5
"('timbulan', 'sampah')",5
"('gas', 'rumah')",5
"('universitas', 'islam')",5
"('rumah', 'kaca')",5
"('1', 'nama')",5
"('mutu', 'pendidikan')",5
"('interface', 'design')",5
"('online', 'available')",5
"('pelajaran', 'pendidikan')",5
"('desa', 'banyuasin')",5
"('the', 'government')",5
"('pembentuk', 'identitas')",5
"('episode', '5')",5
"('penelitian', 'kali')",5
"('study', 'of')",5
"('susila', '2016')",5
"('sihombing', 'susila')",5
"('pencegahan', 'kerusakan')",5
"('word', 'replacement')",5
"('data', 'riwayat')",5
"('berbasis', 'etnosains')",5
"('menanam', 'pepohonan')",5
"('the', 'needs')",5
"('menghitung', 'skor')",5
"('film', 'layangan')",5
"('anggota', 'kelompok')",5
"('memiliki', 'kekuatan')",5
"('pendekatan', 'jigsaw')",5
"('hlm', '481490')",5
"('pendampingan', 'pembelajaran')",5
"('memiliki', 'sudut')",5
"('pembelajaran', 'ipa')",5
"('science', 'education')",5
"('alat', 'musik')",5
"('motivasi', 'belajar')",5
"('juz', '3')",5
"('perkembangan', 'bahasa')",5
"('premium', 'pertamax')",5
"('15', 'weight')",5
"('customer', 'service')",5
"('memanfaatkan', 'energi')",5
"('pustakawantenaga', 'teknis')",5
"('2019', 'jam')",5
"('10', 'mahasiswa')",5
"('kerja', 'motor')",5
"('hidup', 'manusia')",5
"('data', 'time')",5
"('indonesia', 'nomor')",5
"('dunia', 'pendidikan')",5
"('pelaku', 'komunikasi')",5
"('teknis', 'perpustakaan')",5
"('the', 'system')",5
"('perselingkuhan', 'episode')",5
"('indikator', 'n1')",5
"('air', 'udara')",5
"('komentar', 'ulama')",5
"('pekerjaan', 'rumah')",5
"('motor', 'honda')",5
"('data', 'and')",5
"('skenario', 'pengujian')",5
"('bidang', 'ilmu')",5
"('penyebaran', 'virus')",5
"('sd', 'integral')",5
"('integral', 'luqman')",5
"('the', 'concept')",5
"('penelitian', 'deskriptif')",5
"('alir', 'penelitian')",5
"('variabel', 'adegan')",5
"('natural', 'language')",5
"('memiliki', 'daya')",5
"('energi', 'air')",5
"('2019', 'from')",5
"('pemasukan', 'kalor')",5
"('lembar', 'observasi')",5
"('karakter', 'kemandirian')",5
"('pengujian', 'kompatibilitas')",5
"('kompetensi', 'pedagogi')",5
"('meningkatkan', 'nilai')",5
"('preprocessing', 'data')",5
"('memiliki', 'arti')",5
"('pangan', 'nasional')",5
"('uji', 'variabel')",5
"('gambar', 'film')",5
"('primer', 'diolah')",5
"('alquran', 'alkarm')",5
"('i', '2020')",5
"('kelas', 'intensi')",5
"('hasil', 'pembakaran')",5
"('kesadaran', 'masyarakat')",5
"('layanan', 'publik')",5
"('style', 'guideline')",5
"('proto', 'persona')",5
"('luqman', 'alhakim')",5
"('era', 'pandemi')",5
"('uud', '1945')",5
"('pendidikan', 'kewarganegaraan')",5
"('moral', 'judgement')",5
"('treatment', 'recommendation')",5
"('a', '2018')",5
"('kondisi', 'jalan')",5
"('for', 'students')",5
"('students', 'who')",5
"('materi', 'sains')",5
"('reaksi', 'pembakaran')",5
"('2', '16')",5
"('25', 'responden')",5
"('penguatan', 'pendidikan')",5
"('fakultas', 'matematika')",5
"('daya', 'torsi')",5
"('tampilan', 'halaman')",5
"('strategi', 'gamifikasi')",5
"('bin', 'muammad')",5
"('aspects', 'of')",5
"('hadis', 'no12038')",5
"('mengganggu', 'teman')",5
"('penelitian', '52')",5
"('membantu', 'menyelesaikan')",5
"('rongga', 'mulut')",5
"('tahapan', 'implementasi')",5
"('proses', 'desain')",5
"('score', 'of')",5
"('mesin', 'universitas')",5
"('hc', 'co')",5
"('co', 'co2')",5
"('kfold', 'cross')",5
"('jawa', 'timur')",5
"('pangan', 'global')",5
"('form', 'of')",5
"('tingkat', 'kepuasan')",5
"('tenaga', 'nuklir')",5
"('of', 'design')",5
"('4', '1')",5
"('diolah', '2020')",5
"('bahasa', 'jepang')",5
"('situasi', 'sulit')",5
"('d', '2020')",5
"('keberagaman', 'jenjang')",5
"('1', 'tabel')",5
"('n2', 'm')",5
"('daya', 'indikator')",5
"('kondisi', 'lingkungan')",5
"('deep', 'learning')",5
"('rajagrafindo', 'persada')",5
"('indonesian', 'journal')",5
"('variable', 'transmission')",5
"('qadir', 'gassing')",5
"('s', 'm')",5
"('document', 'frequency')",5
"('2', 'diagram')",5
"('kondisi', 'kesehatan')",5
"('memperoleh', 'informasi')",5
"('24', 'november')",5
"('memahami', 'mental')",5
"('tujuh', 'jemaat')",5
"('standar', 'sarana')",5
"('daya', 'poros')",5
"('tujuan', 'utama')",5
"('jenis', 'kelamin')",5
"('antarmuka', 'aplikasi')",5
"('penggunaan', 'aplikasi')",5
"('mentoree', 'coin')",5
"('1', 'responden')",5
"('1', '6')",5
"('kekaisaran', 'romawi')",5
"('ahli', 'materi')",5
"('5', 'hasil')",5
"('10', '3')",5
"('validasi', 'aplikasi')",5
"('nilai', 'ekspor')",5
"('room', 'bab')",5
"('almaktabah', 'alsymilah')",5
"('it', 'can')",5
"('reaktor', 'biogas')",5
"('m', '2022')",5
"('hukum', 'perlindungan')",5
"('lingkungan', 'hukum')",5
"('krs', 'krs')",5
"('perancangan', 'desain')",5
"('pembuatan', 'prototype')",5
"('students', 'in')",5
"('klien', 'berkewarganegaraan')",5
"('2', 's')",5
"('setuju', '1')",5
"('pendekatan', 'kualitatif')",5
"('experience', 'ux')",5
"('peningkatan', 'keterampilan')",5
"('is', 'to')",5
"('department', 'of')",5
"('coba', 'perorangan')",5
"('juli', '2021')",5
"('sd', 'negeri')",5
"('wilayah', 'indonesia')",5
"('kelas', 'kontrol')",5
"('confusion', 'matrix')",5
"('macro', 'average')",5
"('machine', 'learning')",5
"('pembelajaran', 'proyek')",5
"('memanfaatkan', 'teknologi')",5
"('pendidikan', 'dasar')",5
"('2018', 'analisis')",5
"('sikap', 'tenang')",5
"('pasal', '1')",5
"('ahli', 'media')",5
"('pembuatan', 'aplikasi')",5
"('teknik', 'informatika')",5
"('2025', 'abstrak')",5
"('sentimen', 'positif')",5
"('in', 'learning')",5
"('learning', 'in')",5
"('elementary', 'schools')",5
"('al', '2013')",5
"('daya', 'saing')",5
"('dimana', 'peneliti')",5
"('kmeans', 'algorithm')",5
"('penelitian', 'terkait')",5
"('menghasilkan', 'gambar')",5
"('peraturan', 'pemerintah')",5
"('memelihara', 'taman')",5
"('bin', 's')",5
"('s', 'bin')",5
"('gambar', '10')",5
"('didapatkan', 'nilai')",5
"('black', 'box')",5
"('proses', 'implementasi')",5
"('penggalian', 'kebutuhan')",5
"('22', 'total')",5
"('8', 'responden')",5
"('metode', 'kualitatif')",5
"('protection', 'and')",5
"('kepuasan', 'pengguna')",5
"('pelabelan', 'data')",5
"('nomor', '18')",5
"('indikator', 'sikapperilaku')",5
"('n', 'n')",5
"('1', 'ts')",5
"('daftar', 'mentoring')",5
"('arsitektur', 'normalisasi')",5
"('tindakan', 'hukum')",5
"('bantuan', 'hukum')",5
"('understanding', 'of')",5
"('berdampak', 'positif')",5
"('joseph', 'von')",5
"('ai', 'art')",5
"('z', 'generation')",5
"('a', '2020')",5
"('sunan', 'al')",5
"('frequency', 'monetary')",5
"('hlm', '283292')",5
"('swandi', 'a')",5
"('zat', 'aditif')",5
"('design', 'and')",5
"('upaya', 'penyelesaian')",5
"('diakses', 'tanggal')",5
"('and', 'social')",5
"('understand', 'the')",5
"('situs', 'video')",5
"('video', 'youtube')",5
"('94', 'persen')",5
"('pt', 'remaja')",5
"('remaja', 'rosdakarya')",5
"('pengujian', 'tes')",5
"('suheri', 'matondang')",5
"('a', '2021')",5
"('mengembangkan', 'potensi')",5
"('method', 'the')",5
"('as', 'well')",5
"('well', 'as')",5
"('omnibus', 'law')",5
"('mei', '2023')",5
"('kritik', 'sanad')",5
"('kombinasi', 'nilai')",5
"('megawatt', 'pltp')",5
"('model', 'hyperparameter')",5
"('study', 'aims')",5
"('2021', 'analisis')",5
"('studi', 'kepustakaan')",5
"('ron', '90')",5
"('lean', 'user')",5
"('perancangan', 'user')",5
"('pangan', 'masyarakat')",5
"('adjective', 'rating')",5
"('antarmuka', 'pengguna')",5
"('mengubah', 'data')",5
"('the', 'process')",5
"('isu', 'kesehatan')",5
"('cluster', 'berdasarkan')",5
"('nilai', 'recency')",5
"('virus', 'corona')",5
"('samping', 'kesehatan')",5
"('mesin', 'pembakaran')",5
"('bakar', 'motor')",5
"('fungsi', 'utama')",5
"('art', 'generator')",5
"('as', 'the')",5
"('mengakses', 'halaman')",5
"('2', 'hadis')",5
"('november', '2023')",5
"('l', '2020')",5
"('tujuan', 'pendidikan')",5
"('mengembangkan', 'kemampuan')",5
"('kmeans', 'clustering')",4
"('data', 'mining')",4
"('n', 'filter')",4
"('data', 'menerapkan')",4
"('filter', 'berdasarkan')",4
"('transaksi', 'berhasil')",4
"('berhasil', 'mengubah')",4
"('the', 'learning')",4
"('students', 'at')",4
"('pemberian', 'konsultasi')",4
