document_name,sentence_number,preprocessed_tokens
0. Desti_Selasar 7_2023.pdf,147,dan untuk menjadikan tulisan ini memiliki ruh kebahasaan dalam ragam pendapat mengenai kecerdasan buatan maka ada sebuah catatan akhir bahwa meskipun kecerdasan buatan dapat memberikan hasil yang menarik visualisasi puisi menjadi gambar masih dalam sebuah aktivitas interpretasi dan mungkin tidak sepenuhnya menggambarkan apa yang ingin disampaikan oleh sang seniman
0. Desti_Selasar 7_2023.pdf,148,penting untuk tetap menghargai dan memahami puisi itu sendiri sebagai bentuk seni yang independen
0. Desti_Selasar 7_2023.pdf,149,daftar pustaka aini d n 2017
0. Desti_Selasar 7_2023.pdf,150,bicultural information literacy study on the rewritten texts by students of the department of german language
0. Desti_Selasar 7_2023.pdf,151,proceedings of the 4th asia pacific education conference aecon 2017
0. Desti_Selasar 7_2023.pdf,152,the 4th asia pacific education conference aecon 2017 universitas muhammadiyah purwokerto
0. Desti_Selasar 7_2023.pdf,153,httpsdoiorg102991aecon17201711 aji d t 2021
0. Desti_Selasar 7_2023.pdf,154,literasi visual sebagai pendekatan dalam pembelajaran fotografi
0. Desti_Selasar 7_2023.pdf,155,rekam 172 123134
0. Desti_Selasar 7_2023.pdf,156,httpsdoiorg1024821rekamv17i25660 almalla m a jafar a ghneim n 2022
0. Desti_Selasar 7_2023.pdf,157,image captioning model using attention and object features to mimic human image understanding
0. Desti_Selasar 7_2023.pdf,158,journal of big data 91 20 httpsdoiorg101186s4053702200571w beyan e v p rossy a g c 2023
0. Desti_Selasar 7_2023.pdf,159,a review of ai image generator influences challenges and future prospects for architectural field
0. Desti_Selasar 7_2023.pdf,160,jarina journal of artificial intelligence in architecture 21 5365
0. Desti_Selasar 7_2023.pdf,161,curoy a
0. Desti_Selasar 7_2023.pdf,162,1927
0. Desti_Selasar 7_2023.pdf,163,the musical theory of the german romantic writers
0. Desti_Selasar 7_2023.pdf,164,the musical quarterly xiii1 108129
0. Desti_Selasar 7_2023.pdf,165,httpsdoiorg101093mqxiii1108 fadhillanisa t a hertiasa h 2014
0. Desti_Selasar 7_2023.pdf,166,animasi eksperimental visualisasi puisi aku ingin seorang teman karya eka budianta
0. Desti_Selasar 7_2023.pdf,167,visual communication design 31 17
0. Desti_Selasar 7_2023.pdf,168,fitriyani r a putri l t adawiyah r 2021
0. Desti_Selasar 7_2023.pdf,169,tren teknologi artificial intelligence pengganti model iklan di masa depan
0. Desti_Selasar 7_2023.pdf,170,jurnal sosialpolitika 22 118129
0. Desti_Selasar 7_2023.pdf,171,httpsdoiorg1054144jspv2i239 12 seminar nasional pembelajaran bahasa dan sastra selasar 7 issn 2541349x proceedings gunawan a p 2021
0. Desti_Selasar 7_2023.pdf,172,proses komunikasi melalui media visual fotografi sebagai ilustrasi
0. Desti_Selasar 7_2023.pdf,173,business economic communication and social sciences becoss journal 32 6977
0. Desti_Selasar 7_2023.pdf,174,httpsdoiorg1021512becossjournalv3i27411 henrickson l 2020
0. Desti_Selasar 7_2023.pdf,175,review of ai narratives a history of imaginative thinking about intelligent machines
0. Desti_Selasar 7_2023.pdf,176,httpsdoiorg1014296rih20142433 hermann i
0. Desti_Selasar 7_2023.pdf,177,2023
0. Desti_Selasar 7_2023.pdf,178,artificial intelligence in fiction between narratives and metaphors
0. Desti_Selasar 7_2023.pdf,179,ai society 381 319329
0. Desti_Selasar 7_2023.pdf,180,httpsdoiorg101007s00146021012996 huang z
0. Desti_Selasar 7_2023.pdf,181,2022
0. Desti_Selasar 7_2023.pdf,182,analysis of texttoimage ai generators
0. Desti_Selasar 7_2023.pdf,183,phs 300 artificial intelligence for the humanities text image and sound
0. Desti_Selasar 7_2023.pdf,184,httpsdigitalkenyonedudhiphsai33 irawan v d 2017
0. Desti_Selasar 7_2023.pdf,185,perpaduan sastra dan musik dalam karya musikalisasi puisi
0. Desti_Selasar 7_2023.pdf,186,httpdigilibisiacid ismayani r m 2017
0. Desti_Selasar 7_2023.pdf,187,musikalisasi puisi berbasislesson study sebagai alternatif pembelajaran inovatif
0. Desti_Selasar 7_2023.pdf,188,semantik 52 114
0. Desti_Selasar 7_2023.pdf,189,httpsdoiorg1022460semantikv5i2p114 isnah e s 2012
0. Desti_Selasar 7_2023.pdf,190,poetry mechanics in digital digital poetry anthology multimedia foundation cyberpuitika literature
0. Desti_Selasar 7_2023.pdf,191,media jurnal skriptorium 11
0. Desti_Selasar 7_2023.pdf,192,khairi h purwanto
0. Desti_Selasar 7_2023.pdf,193,2022
0. Desti_Selasar 7_2023.pdf,194,visualisasi puisi dalam bentuk seni lukis
0. Desti_Selasar 7_2023.pdf,195,eduarts journal of arts education 113 5261
0. Desti_Selasar 7_2023.pdf,196,maganga m 2022 november
0. Desti_Selasar 7_2023.pdf,197,the ai image generator the limits of the algorithm and human biases
0. Desti_Selasar 7_2023.pdf,198,httpswwwarchdailycom992012theaiimagegeneratorthelimitsofthe algorithmandhumanbiases mulianingsih f anwar k shintasiwi f a rahma a j
0. Desti_Selasar 7_2023.pdf,199,2020
0. Desti_Selasar 7_2023.pdf,200,artificial intellegence dengan pembentukan nilai dan karakter di bidang pendidikan
0. Desti_Selasar 7_2023.pdf,201,ijtimaiya journal of social science teaching 42 148 httpsdoiorg1021043jiv4i28625 nur aini d laksono k ridwan a
0. Desti_Selasar 7_2023.pdf,202,2021
0. Desti_Selasar 7_2023.pdf,203,indonesiangerman bicultural literacy comprehension the students inference perspective
0. Desti_Selasar 7_2023.pdf,204,journal of language and linguistic studies 171 187 204 httpsdoiorg1052462jlls11 putra r k t saputro f r hakim l ramadhan y
0. Desti_Selasar 7_2023.pdf,205,2023
0. Desti_Selasar 7_2023.pdf,206,fenomena chatgpt peningkatkan civic skill digital native generation
0. Desti_Selasar 7_2023.pdf,207,nautical jurnal ilmiah multidisiplin 22 140147
0. Desti_Selasar 7_2023.pdf,208,ramadhan k 2018
0. Desti_Selasar 7_2023.pdf,209,unrequited penciptaan ilustrasi montase foto dalam novel grafis
0. Desti_Selasar 7_2023.pdf,210,serupa jurnal pend
0. Desti_Selasar 7_2023.pdf,211,seni rupa s1 77 706717
0. Desti_Selasar 7_2023.pdf,212,raup a ridwan w khoeriyah y supiana s zaqiah q y
0. Desti_Selasar 7_2023.pdf,213,2022
0. Desti_Selasar 7_2023.pdf,214,deep learning dan penerapannya dalam pembelajaran
0. Desti_Selasar 7_2023.pdf,215,jiip jurnal ilmiah ilmu pendidikan 59 32583267
0. Desti_Selasar 7_2023.pdf,216,httpsdoiorg1054371jiipv5i9805 tiwary t mahapatra r p 2023
0. Desti_Selasar 7_2023.pdf,217,an accurate generation of image captions for blind people using extended convolutional atom neural network
0. Desti_Selasar 7_2023.pdf,218,multimedia tools and applications 823 38013830
0. Desti_Selasar 7_2023.pdf,219,httpsdoiorg101007s11042022134435
10.Viona+Amelia_550-556.pdf,1,jseh jurnal sosial ekonomi dan humaniora volume 8 nomor 4 desember 2022 pp
10.Viona+Amelia_550-556.pdf,2,550556 pissn 24610666 eissn 24610720 550 pengelolaan desa wisata berbasis masyarakat sebagai penguatan ketahanan pangan viona amelia danang prasetyo sekolah tinggi pariwisata ambarrukmo yogyakarta indonesia kata kunci abstrak kata kunci desa wisata ketahanan pangan pembangunan berkelanjutan wisata berbasis masyarakat ketersediaan pasokan pangan sebagai bentuk kesiapan pemenuhan kebutuhan penduduk merupakan hal yang sangat penting untuk menghindari terjadinya gejolak politik maupun sosial yang berkepanjangan
10.Viona+Amelia_550-556.pdf,3,indonesia dapat mengambil peran dalam upaya membangun sistem pangan berkelanjutan yang tahan terhadap guncangan di masa depan serta memberikan berkontribusi dalam pencapaian tujuan kedua dari sdgs 2030 yaitu penghapusan kelaparan zero hunger
10.Viona+Amelia_550-556.pdf,4,ketahanan pangan nasional diprediksi lebih terjamin keberlangsungannya melalui sektor pariwisata
10.Viona+Amelia_550-556.pdf,5,penelitian ini bertujuan untuk mengidentifikasi peran desa wisata sebagai aktor kunci mewujudkan pembangunan berkelanjutan melalui ketahanan pangan
10.Viona+Amelia_550-556.pdf,6,metode yang digunakan dalam penelitian ini adalah kajian literatur literature review yakni kajian terhadap artikelartikel penelitian bertema tentang penguatan ketahanan pangan melalui desa wisata
10.Viona+Amelia_550-556.pdf,7,hasil penelitian menunjukkan bahwa sejumlah desa wisata indonesia diberikan pendampingan dalam memaksimalkan pengelolaan lahan supaya bermanfaat untuk menjaga kestabilan ketahanan pangan skala rumah tangga
10.Viona+Amelia_550-556.pdf,8,desa wisata sebagai sebagai pemilik aset lahan pertanian maupun perikanan memiliki kekuatan yang sangat besar untuk memperkenalkan sumber daya pangan lokal kepada pengunjung maupun wisatawan
10.Viona+Amelia_550-556.pdf,9,desa wisata juga memiliki peran yang krusial sebagai aktor dalam menjaga dan menyukseskan keberhasilan ketahanan pangan global
10.Viona+Amelia_550-556.pdf,10,keywords abstract keywords tourism village food security sustainable development community based tourism the availability of food supplies as a form of readiness to meet the needs of the population is critical to avoid prolonged political and social turmoil
10.Viona+Amelia_550-556.pdf,11,in situations like this indonesia can take a role in efforts to build a sustainable food system that is resilient to future shocks and contribute to achieving the second goal of sdgs 2030 namely zero hunger
10.Viona+Amelia_550-556.pdf,12,national food security is predicted to be more guaranteed through the tourism sector
10.Viona+Amelia_550-556.pdf,13,this study aims to identify the role of rural tourism as a key actor in realizing sustainable development through food security
10.Viona+Amelia_550-556.pdf,14,the method used in this study is a literature review namely a study of research articles on the subject of strengthening food security through rural tourism
10.Viona+Amelia_550-556.pdf,15,the results showed that several indonesian tourist villages were provided with assistance in maximizing land management so that it would be beneficial for maintaining the stability of householdscale food security
10.Viona+Amelia_550-556.pdf,16,tourism villages as owners of agricultural and fishery land assets have enormous power to introduce local food resources to visitors and tourists
10.Viona+Amelia_550-556.pdf,17,tourism villages also have a crucial role as actors in maintaining and succeeding in the success of global food security
10.Viona+Amelia_550-556.pdf,18,corresponding author viona amelia sekolah tinggi pariwisata ambarrukmo yogyakarta indonesia email vionaameliastipramacid jseh jurnal sosial ekonomi dan humaniora volume 8 nomor 4 desember 2022 pp
10.Viona+Amelia_550-556.pdf,19,550556 pissn 24610666 eissn 24610720 551 pendahuluan efek domino pasca penyebaran virus covid19 yang dibarengi dengan ketidakstabilan situasi geopolitik yang berlangsung di rusia dan ukraina nampaknya semakin berkepanjangan
10.Viona+Amelia_550-556.pdf,20,badai resesi dan krisis energi yang menghantam sejumlah negara berdampak pada keberlangsungan kehidupan masyarakat maupun keberlanjutan sektor bisnis
10.Viona+Amelia_550-556.pdf,21,perang antara rusia dan ukraina berimplikasi pada pasar global
10.Viona+Amelia_550-556.pdf,22,sebagai produsen dan pemasok minyak gas alam batu bara terbesar rusia secara otomatis menduduki kendali penting dalam bisnis ekspor energi
10.Viona+Amelia_550-556.pdf,23,sementara ukraina sebagai rival memiliki peran fundamental seperti halnya rusia dalam urusan ketahanan pangan dunia bakrie et al 2022
10.Viona+Amelia_550-556.pdf,24,ukraina memiliki andil besar dalam ekspor minyak bunga matahari jagung dan gandum
10.Viona+Amelia_550-556.pdf,25,organisasi dunia pbb mencatat kenaikan harga pangan tahun 2022 sebesar 33 persen dan tidak hanya bahan pangan peningkatan harga juga terjadi pada pupuk sebesar lebih dari 50 persen
10.Viona+Amelia_550-556.pdf,26,lebih lanjut pada laporan fao food and agriculture organization mencatat bahwa harga komoditas bijibijian dunia yakni barley jagung dan gandum mengalami kenaikan mencapai 171 persen suprana gatra 2022
10.Viona+Amelia_550-556.pdf,27,data lain menunjukkan fakta bahwa india sebagai negara tumpuan pengekspor gandum dunia turut mengambil sikap demi menjaga ketahanan pangan nasional
10.Viona+Amelia_550-556.pdf,28,munculnya kebijakan larangan ekspor gandum oleh india semakin memperparah keadaan rantai pasok dunia
10.Viona+Amelia_550-556.pdf,29,lonjakan harga gandum beserta produk turunannya sangat mempengaruhi stabilitas harga pangan di indonesia
10.Viona+Amelia_550-556.pdf,30,instabilitas harga gandum dunia berdampak pada sektor bisnis kuliner di indonesia terutama umkm usaha mikro kecil menengah yang menggunakan terigu sebagai bahan baku utama risandi dahiri 2022
10.Viona+Amelia_550-556.pdf,31,ukraina maupun rusia merupakan pelaku utama di pasar pangan global yang menyumbang 30 persen ekspor gandum dunia dan indonesia adalah salah satu negara importir gandum ini berarti ketergantungan konsumsi terhadap bahan pangan ini cukup tinggi
10.Viona+Amelia_550-556.pdf,32,hal ini didukung dengan fakta bahwa tingkat konsumsi masyarakat indonesia terhadap gandum dan produk turunannya melonjak drastis dibandingkan 50 tahun yang lalu
10.Viona+Amelia_550-556.pdf,33,tren diet maupun gaya hidup masyarakat modern saat ini menjadikan gandum sebagai bahan makanan pokok terbesar kedua setelah beras
10.Viona+Amelia_550-556.pdf,34,kepala pusat bioteknologi ipb dwi andreas santoso menyampaikan bahwa proporsi gandum sebagai komponen pangan sudah mencapai 28 persen meningkat dibandingkan 2020 yang sebesar 266 persen sulandari 2019
10.Viona+Amelia_550-556.pdf,35,data dari world instant noodles association wina menunjukkan konsumsi mie instan di indonesia mengalami peningkatan sebesar 63 miliar dibandingkan tahuntahun sebelumnya selama kurun waktu 5 tahun tingkat konsumsi mencapai 1327 miliar porsi pada tahun 2021
10.Viona+Amelia_550-556.pdf,36,angka ini menjadikan indonesia menempati peringkat kedua negara pengkonsumsi mie instan setelah chinahongkong world instans noodles association 2022
10.Viona+Amelia_550-556.pdf,37,apabila kecenderungan konsumsi ini berlangsung terus menerus maka pada tahun 2050 diprediksi lebih dari 50 persen kebutuhan pangan pokok indonesia digantikan oleh gandum hal ini akan menjadi masalah serius sekaligus ancaman bagi ketahanan pangan di indonesia mengingat bahwa produksi tanaman gandum di indonesia sedang dalam tahap penelitian dan pengembangan
10.Viona+Amelia_550-556.pdf,38,ketersediaan pasokan pangan sebagai bentuk kesiapan pemenuhan kebutuhan penduduk merupakan hal yang sangat penting untuk menghindari terjadinya gejolak politik maupun sosial yang berkepanjangan
10.Viona+Amelia_550-556.pdf,39,dalam situasi seperti ini indonesia dapat mengambil peran dalam upaya membangun sistem pangan berkelanjutan yang tahan terhadap guncangan tersebut di masa depan serta memberikan berkontribusi dalam pencapaian tujuan kedua dari sdgs sustainable development goals atau tujuan pembangunan berkelanjutan tpb tahun 2030 yaitu penghapusan kelaparan zero hunger bappenas 2022
10.Viona+Amelia_550-556.pdf,40,ketahanan pangan nasional diprediksi lebih terjamin keberlangsungannya melalui sektor pariwisata
10.Viona+Amelia_550-556.pdf,41,pariwisata dianggap mampu menjaga ketahanan pangan apabila diiringi dengan pengembangan ragam kuliner nusantara
10.Viona+Amelia_550-556.pdf,42,pengoptimalan potensi pangan lokal yang dikembangkan melalui desadesa wisata di seluruh indonesia menjadi langkah penting dalam upaya pengenalan bahan pangan selain nasi kepada masyarakat secara luas khususnya wisatawan sehingga dapat mengurangi ketergantungan terhadap konsumsi nasi kompasid 2017
10.Viona+Amelia_550-556.pdf,43,pola konsumsi pangan masyarakat yang seimbang diiringi dengan ketersediaan bahan pangan yang beraneka ragam dapat menjadi faktor penguat ketahanan pangan nasional
10.Viona+Amelia_550-556.pdf,44,oleh karena itu peran pemerintah dalam mewujudkan penguatan ketahanan pangan paska pandemi covid19 sekaligus benteng pertahanan menghadapi resesi global di masa yang akan datang dapat direfleksikan melalui desa wisata
10.Viona+Amelia_550-556.pdf,45,desa wisata sebagai salah satu destinasi yang menawarkan kehidupan dan kearifan lokal yang mengandalkan alam merupakan kawasan yang ideal untuk mewujudkan ketahanan pangan
10.Viona+Amelia_550-556.pdf,46,melalui desa wisata eksistensi lahanlahan pertanian dan ladang yang tersedia dapat dimanfaatkan dan berpotensi sebagai lumbung pangan
